Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
BTI,"British American Tobacco  Industries, p.l.c.",102.34,99684544312.08,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/bti
CAK,CAMAC Energy Inc.,0.71,110693006.53,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cak
CDY,Cardero Resource Corporation,0.5,47270727,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/cdy
CXM,"Cardium Therapeutics, Inc.",0.2097,27096879.5532,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cxm
ROX,"Castle Brands, Inc.",0.3,32545519.8,n/a,2006,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/rox
CAW,"CCA Industries, Inc.",4.14,29205389.88,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/caw
CVM,Cel-Sci Corporation,0.33,90090801.57,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cvm
CEF,Central Fund of Canada Limited,22.93,5834142109.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cef
GTU,Central Gold Trust,67.2,1296892800,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gtu
CET,Central Securities Corporation,18.95,434147077.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cet
CCF,Chase Corporation,17.2,155929627.2,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/ccf
CQP,"Cheniere Energy Partners, LP",20.79,5714595553.59,n/a,2007,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/cqp
LNG,"Cheniere Energy, Inc.",15.48,3457339160.04,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/lng
CVR,Chicago Rivet & Machine Co.,19.3068,18652917.2976,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvr
CNAM,"China Armco Metals, Inc.",0.399,7321142.073,n/a,n/a,Consumer Durables,Steel/Iron Ore,http://www.nasdaq.com/symbol/cnam
CBP,China Botanic Pharmaceutical Inc.,0.5022,18701694.9792,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbp
CHGS,"China GengSheng Minerals, Inc.",0.3502,9386426.0088,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/chgs
CMFO,China Marine Food Group Limited,1.1,32695273.6,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cmfo
CNR,China Metro-Rural Holdings Limited,0.91,66924841.62,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cnr
CPHI,"China Pharma Holdings, Inc.",0.33,14381253.81,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cphi
SHZ,"China Shen Zhou Mining & Resources, Inc.",0.2721,13492557.1239,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/shz
CRC,"Chromcraft Revington, Inc.",0.4785,3105613.8135,n/a,1992,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/crc
MBA,CIBT Education Group Inc.,0.201,14153082.144,n/a,1992,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mba
CKX,"CKX Lands, Inc.",13.53,26281957.35,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ckx
CGR,"Claude Resources, Inc.",0.634,110154687.576,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/cgr
GLV,Clough Global Allocation Fund,12.92,134815109.52,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/glv
GLQ,Clough Global Equity Fund,12.15,216764565.75,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/glq
GLO,Clough Global Opportunities Fund,11.02,570140186.18,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/glo
CRV,"Coast Distribution System, Inc. (The)",2.01,9905141.31,n/a,n/a,Capital Goods,Automotive Aftermarket,http://www.nasdaq.com/symbol/crv
MOC,Command Security Corporation,1.51,14596411.98,n/a,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/moc
BTC,Community Bankers Trust Corporation.,2.52,54575516.52,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/btc
CIX,CompX International Inc.,13.25,164195417.75,n/a,1998,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cix
LODE,"Comstock Mining, Inc.",2.22,96704312.22,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/lode
CTO,Consolidated-Tomoka Land Co.,30.63,179073455.46,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cto
CEP,"Constellation Energy Partners, LLC",1.33,31506460.44,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cep
MCF,Contango Oil & Gas Company,43.55,661740159.6,n/a,1990,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mcf
CUO,Continental Materials Corporation,11.2,18303913.6,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cuo
CMT,Core Molding Technologies Inc,6.53,47505854.48,n/a,1992,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/cmt
CRMD,CorMedix Inc,0.4145,4728729.573,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crmd
CRMD/WS,CorMedix Inc,0.112,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crmd/ws
CFP,Cornerstone Progressive Return Fund,5.05,125820810.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfp
CRF,"Cornerstone Strategic Return Fund, Inc. (The)",5.62,37879867.8,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/crf
CLM,"Cornerstone Strategic Value Fund, Inc.",6.02,88323501.56,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/clm
COVR,Cover-All Technologies Inc.,1.13,29247484.9,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/covr
CVU,"CPI Aerostructures, Inc.",10.02,83701759.38,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/cvu
CIK,"Credit Suisse Asset Management Income Fund, Inc.",3.83,191847342.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cik
DHY,Credit Suisse High Yield Bond Fund,3.2,261886876.8,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/dhy
EXE,"Crexendo, Inc.",2.88,30727298.88,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/exe
CXZ,Crosshair Energy Corp,0.1269,8347758.3882,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cxz
CRVP,"Crystal Rock Holdings, Inc.",0.96,20525549.76,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/crvp
CTP,CTPartners Executive Search Inc.,4.05,28283422.05,n/a,2010,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/ctp
QBC,Cubic Energy Inc,0.28,21620454.24,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/qbc
DXR,Daxor Corporation,7.8699,33019755.1698,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxr
DEJ,Dejour Energy Inc.,0.1899,28279219.4226,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dej
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",15.65,75700615,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/vcf
VFL,Delaware Investments Florida Insured Municipal Income Fund,14.98,67836076.14,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/vfl
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",15.6,179477610,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/vmm
DLA,"Delta Apparel, Inc.",15.12,125788602.24,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dla
DNN,Denison Mine Corp,1.1,427686506.5,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/dnn
DGSE,"DGSE Companies, Inc.",5.3,64530595.2,n/a,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/dgse
DPW,Digital Power Corporation,0.6701,4598996.815,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dpw
DSS,"Document Security Systems, Inc.",2.7,58606110.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dss
DMF,"Dreyfus Municipal Income, Inc.",11.2,231268587.2,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/dmf
GRF,"Eagle Capital Growth Fund, Inc.",6.65,20782074.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grf
ESTE,"Earthstone Energy, Inc.",15.31,26344100.72,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/este
EVM,Eaton Vance California Municipal Bond Fund,12.8,278479180.8,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/evm
EIA,Eaton Vance California Municipal Bond Fund II,15.26,59256762.18,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/eia
CEV,Eaton Vance California Municipal Income Trust,14.85,107688665.7,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/cev
EVV,Eaton Vance Limited Duration Income Fund,16.97,1991330276.41,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/evv
MAB,Eaton Vance Massachusetts Municipal Bond Fund,17.5,30916602.5,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/mab
MMV,Eaton Vance Massachusetts Municipal Income Trust,16.83,46250590.32,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/mmv
MIW,Eaton Vance Michigan Municipal Bond Fund,16.3,24668697.1,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/miw
EMI,Eaton Vance Michigan Municipal Income Trust,14.45,30580448.3,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/emi
EIM,Eaton Vance Municipal Bond Fund,14.76,1005508513.08,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/eim
EIV,Eaton Vance Municipal Bond Fund II,13.99,139898545.04,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/eiv
EMJ,Eaton Vance New Jersey Municipal Bond Fund,15.69,40801954.83,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/emj
EVJ,Eaton Vance New Jersey Municipal Income Trust,16.36,76425543.68,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/evj
ENX,Eaton Vance New York Municipal Bond Fund,14.76,234445330.8,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/enx
NYH,Eaton Vance New York Municipal Bond Fund II,14.18,36373259.8,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nyh
EVY,Eaton Vance New York Municipal Income Trust,15.88,86822073.8,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/evy
EIO,Eaton Vance Ohio Municipal Bond Fund,15.19,38479945.98,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/eio
EVO,Eaton Vance Ohio Municipal Income Trust,16.69,47671313.2,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/evo
EIP,Eaton Vance Pennsylvania Municipal Bond Fund,16.75,49533384.75,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/eip
EVP,Eaton Vance Pennsylvania Municipal Income Trust,15.36,41755453.44,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/evp
ECBE,ECB Bancorp Inc,14.42,41887807.22,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ecbe
ELMD,"Electromed, Inc.",1.6,12982803.2,n/a,2010,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/elmd
ETAK,Elephant Talk Communications Corp.,1.13,129622532.78,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/etak
ELLO,Ellomay Capital Ltd.,5.6,59899117.6,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ello
ECF,"Ellsworth Convertible Growth and Income Fund, Inc.",7.02,94445514.54,n/a,1986,n/a,n/a,http://www.nasdaq.com/symbol/ecf
EMAN,eMagin Corporation,3.21,75995276.61,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/eman
EOX,"Emerald Oil, Inc.",5.04,120326708.88,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eox
MSN,Emerson Radio Corporation,1.6601,45038234.1032,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/msn
EGT,Entertainment Gaming Asia Incorporated,2.15,64364898.3,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/egt
EGI,Entree Gold Inc,0.4779,61590434.4297,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/egi
EVI,"EnviroStarm, Inc.",2.01,14137801.32,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evi
ERB,"ERBA Diagnostics, Inc.",0.59,25758350.39,n/a,1983,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/erb
ESP,Espey Mfg. & Electronics Corp.,27.37,63655585.91,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esp
ETUA,eUnits 2 Year U.S. Market Participation Trust,10,26183890,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/etua
ETUB,eUnits 2 Year U.S. Market Participation Trust,10.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/etub
EMXX,Eurasian Minerals Inc.,2,144103744,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/emxx
EVBN,"Evans Bancorp, Inc.",16,66518752,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbn
EVK,"Ever-Glory International Group, Inc.",2,29544540,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/evk
EPM,"Evolution Petroleum Corporation, Inc.",7.67,215158556.21,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/epm
EPM^A,"Evolution Petroleum Corporation, Inc.",27.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epm^a
XRA,Exeter Resource Corporation,1.31,115748656.43,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/xra
FU,FAB Universal Corp.,2.43,49739329.8,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fu
FPP,FieldPoint Petroleum Corporation,3.86,31049592.96,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fpp
FPP/WS,FieldPoint Petroleum Corporation,0.8594,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpp/ws
MXN,"First American Minnesota Municipal Income Fund II, Inc.",16.6,24443599.6,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/mxn
FEN,First Trust Energy Income and Growth Fund,30.53,504652504.25,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/fen
FWV,"First West Virginia Bancorp, Inc.",14.78,24428590.92,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fwv
BDL,"Flanigan&#39;s Enterprises, Inc.",7.35,13672815.45,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bdl
FSI,Flexible Solutions International Inc.,1.19,15672289.29,n/a,1998,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/fsi
FFI,"Fortune Diversified Industries, Inc.",0.1876,2305095.604,n/a,1983,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ffi
FSP,Franklin Street Properties Corp.,11.11,921434569.55,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fsp
FTF,Franklin Templeton Limited Duration Income Trust,14.21,380642317.93,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ftf
FOH,Frederick&#39;s of Hollywood Group,0.31,12082240.08,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/foh
FRD,Friedman Industries Inc.,9.99,67926445.56,n/a,1972,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/frd
FRS,"Frisch&#39;s Restaurants, Inc.",17.3,87342700.3,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frs
FLL,"Full House Resorts, Inc.",3.02,56412636.62,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/fll
GLU,Gabelli Global Utility,20.4,62992792.8,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/glu
GGN,"GAMCO Global Gold, Natural Reources & Income Trust by Gabelli",13.3,1143124639.3,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/ggn
GGN^A,"GAMCO Global Gold, Natural Reources & Income Trust by Gabelli",25.4199,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggn^a
EGAS,Gas Natural Inc.,9.43,78916152.61,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/egas
GSX,GASCO ENERGY INC,0.1201,20386972.7181,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gsx
GST,Gastar Exploration,0.7175,47113247.7025,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gst
GST^A,Gastar Exploration,16,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gst^a
JOB,"General Employment Enterprises, Inc.",0.5,10849837.5,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/job
GMO,"General Moly, Inc",3.66,332852287.68,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gmo
GGR,GeoGlobal Resources Inc.,0.0685,9476498.9935,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ggr
GOK,"Geokinetics, Inc.",0.3,5714497.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gok
GPR,GeoPetro Resources Co,0.0801,3642795.8901,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gpr
GIG,"GigOptix, Inc.",1.78,39280383.18,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/gig
GSB,"GlobalSCAPE, Inc.",1.51,27811128.66,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gsb
GLOW,"Glowpoint, Inc.",2.1,60470121.6,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/glow
GRZ,Gold Reserve Inc,3.17,189562741.24,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/grz
GORO,Gold Resource Corporation,16.14,850245015.66,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/goro
GSV,Gold Standard Ventures Corporation,1.48,123905761.32,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/gsv
AUMN,Golden Minerals Company,3.88,165203932.04,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aumn
GSS,"Golden Star Resources, Ltd",1.66,429858610.2,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gss
GV,Goldfield Corporation (The),1.58,40213139.32,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/gv
GRC,Gorman-Rupp Company (The),26.8,562716732.4,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/grc
GHM,Graham Corporation,17.48,174621581.64,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ghm
GTE,Gran Tierra Energy Inc.,5.53,1483028846.95,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gte
GBG,"Great Basin Gold, Ltd.",0.087,48061969.932,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gbg
GPL,Great Panther Silver Limited,1.77,243984326.04,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gpl
GRH,GreenHunter Energy Inc,1.79,55545058.61,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/grh
GRH^C,GreenHunter Energy Inc,21.91,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grh^c
SIM,"Grupo Simec, S.A. de C.V.",12.72,2110287063.12,n/a,1993,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sim
GVP,"GSE Systems, Inc.",1.9,34861838.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/gvp
HWG,Hallwood Group Incorporated,8.65,13192685.9,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/hwg
HEB,"Hemispherx BioPharma, Inc.",0.7388,111566731.7568,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/heb
HLM^,Hillman Group Capital Trust,30.71,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hlm^
HMG,"HMG/Courtland Properties, Inc.",5.46,5418099.96,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hmg
HH,"Hooper Holmes, Inc.",0.38,26537447.06,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hh
HUSA,Houston American Energy Corporation,0.498,25985662.41,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/husa
IBIO,"iBio, Inc.",0.73,34869979.35,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ibio
IBO,IBO (Listing Market - NYSE Amex Network B F),n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibo
IEC,IEC Electronics Corp.,6.99,69262190.46,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/iec
IG,"IGI Laboratories, Inc.",1.05,42369695.55,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ig
IMUC,"ImmunoCellular Therapeutics, Ltd.",1.95,80169279.45,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imuc
IMH,"Impac Mortgage Holdings, Inc.",11.75,93123250.25,n/a,1995,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/imh
IMO,Imperial Oil Limited,43.34,36734941136.74,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/imo
IOT,Income Opportunity Realty Trust,2.98,12421277.72,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iot
IGC,India Globalization Capital Inc.,0.143,8588828.391,n/a,1987,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/igc
IGC/U,India Globalization Capital Inc.,0.1656,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igc/u
IGC/WS,India Globalization Capital Inc.,0.0052,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igc/ws
INFU,"InfuSystems Holdings, Inc.",1.62,35608905.72,n/a,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/infu
INV,Innovaro Inc,0.43,6881429.75,n/a,1997,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/inv
IHT,InnSuites Hospitality Trust,2.2,18492023,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iht
INO,"Inovio Pharmaceuticals, Inc.",0.467,65082885.26,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
IFMI,"Institutional Financial Markets, Inc.",1.4,16498869.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ifmi
IDN,"Intellicheck Mobilisia, Inc.",0.9,24951840.3,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/idn
INS,Intelligent Systems Corporation,1.5,13437042,n/a,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ins
THM,International Tower Hill Mines Ltd,2.15,210847571.7,n/a,1984,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/thm
INUV,"Inuvo, Inc",1.13,26551748.99,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/inuv
VKI,Invesco Van Kampen Advantage Municipal Income Trust II,13.55,601011428.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vki
ICH,"Investors Capital Holdings, Ltd.",3.97,26518436.79,n/a,1997,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ich
IPT,iParty Corporation,0.17,4153304.68,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ipt
ISR,"IsoRay, Inc.",0.42,14531041.14,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/isr
ITI,"Iteris, Inc.",1.64,55109569.44,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti
KGN,Keegan Resources Inc,4.08,308267819.04,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/kgn
KBX,Kimber Resources Inc,0.47,38890444.22,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/kbx
KXM,Kobex Minerals Inc.,0.52,23962854.76,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kxm
LTS,Ladenburg Thalmann Financial Services Inc,1.22,223983015.92,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lts
LSG,Lake Shore Gold Corp,0.775,322132051.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lsg
LCI,Lannett Co Inc,4.55,129007592.35,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lci
LAQ,"Latin America Equity Fund, Inc. (The)",34.24,255037222.08,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/laq
LGL,"LGL Group, Inc. (The)",4.96,13066668.64,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lgl
LBY,"Libbey, Inc.",18.73,387485003.82,n/a,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lby
LON,Loncor Resources Inc.,0.85,62423772.2,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/lon
LPH,Longwei Petroleum Investment Holding Limited,2.2,223265391.8,n/a,1973,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/lph
LEI,"Lucas Energy, Inc.",1.53,40845920.4,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lei
MCZ,Mad Catz Interactive Inc,0.603,38276871.597,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mcz
MVG,Mag Silver Corporation,10.17,609577951.95,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mvg
